,0
0,2.5472172988594592
1,2.6750833333333333
2,2.3351253089269863
3,1.1210050505050504
4,2.4897891986142304
5,2.248083333333334
6,1.2329823232323232
7,2.6838939393939394
8,2.353167834411375
9,1.8763666611166607
10,2.1852658730158727
11,2.0
12,2.5411724386724375
13,2.1265
14,1.39
15,2.7497262628084447
16,2.225438170907683
17,2.393274463148407
18,1.9302579365079364
19,1.9456666666666664
20,2.005
21,2.272607465896337
22,2.29051513550027
23,2.0735
24,2.005
25,2.1025833333333335
26,2.8214223767006956
27,2.106119047619048
28,1.945
29,2.213117251371344
30,2.3502080254658644
31,2.0581482641409474
32,2.0161478074701797
33,2.366452837142229
34,2.3810877530090595
35,2.060238455988456
36,2.080659133709981
37,2.464441378975186
38,2.768471361971362
39,2.1865
40,2.421693742903826
41,2.5216163128713447
42,2.5851000072756296
43,2.2863525100763056
44,2.2555491452991454
45,2.7207142857142856
46,2.346052226413372
47,1.8638144078144085
48,1.9948857370699473
49,2.005
50,2.3016666666666667
51,2.16
52,2.950547619047619
53,2.91
54,2.154477586981189
55,2.144224138167495
56,1.4117899301159544
57,2.4540825590710735
58,2.340574184401772
59,1.68
60,2.5131240439728835
61,2.615
62,2.2402448642258297
63,2.1568576691196664
64,2.088188842794028
65,2.1734037558101793
66,2.4105824736092183
67,2.368041740214301
68,1.2473333333333334
69,2.6811214844222504
70,2.003
71,1.580833333333333
72,2.9033333333333333
73,2.44
74,2.3600357142857145
75,2.2001327561327555
76,2.514096204693008
77,2.0230682650682654
78,2.2930498631449807
79,1.8074033189033194
80,2.448171442179762
81,2.529969752469753
82,1.71
83,1.2798127705627704
84,2.0
85,2.325379358522059
86,1.1277909174159177
87,2.475570346320347
88,2.3308884028370844
89,2.4949999999999997
90,1.1186417055167055
91,1.55
92,2.2625338827838832
93,2.36205303030303
94,2.086
95,2.213117251371344
96,2.3846382332614136
97,2.0500000000000003
98,2.304917974766234
99,2.1946654456654464
100,2.198729771472421
101,2.01
102,1.7163602601066927
103,2.325379358522059
104,2.4539378521804993
105,2.3506099844581287
106,2.2267984110705688
107,2.297332484156249
108,2.73
109,2.402188593878247
110,2.361750409141534
111,2.3348443062789457
112,2.315019052422155
113,1.7866891376597258
114,2.1495750190756415
115,2.304917974766234
116,2.035
117,2.535016047077734
118,2.234154822215968
119,2.033
120,2.01
121,2.301934910819416
122,2.282546499014964
123,2.340149590379627
124,2.30626051209219
125,2.1275558917614124
126,2.0937222222222225
127,2.0
128,2.4194113090806364
129,1.7314495561697247
130,1.8100692640692635
131,2.162250835704411
132,2.39
133,1.8264999999999998
134,2.1664018803389946
135,2.3201470473970476
136,2.3605194421410474
137,2.369669152416283
138,2.326387286604853
139,2.282750317198938
140,2.4396334158645656
141,2.0
142,2.3137343235049275
143,2.03508658008658
144,2.481370554535391
145,2.268809523809524
146,2.3153670616053983
147,2.48
148,2.2150000000000003
149,2.3153670616053983
150,2.3459128795585915
151,1.89
152,2.3137343235049275
153,1.2130634920634922
154,2.5559887012784652
155,2.3908339048492318
156,1.6123146823115857
157,2.045816308447887
158,1.8807012874895994
159,1.9871233488397306
160,1.7861666666666667
161,2.406939712248535
162,2.852346405228758
163,2.9033333333333338
164,2.284094609738462
165,2.2841566025206075
166,1.788638888888889
167,1.8228652122399729
168,2.0749125500131496
169,2.4384628531897676
170,2.2607932319889925
171,2.9338369963369964
172,2.332434739436494
173,2.77052380952381
174,2.2604642857142854
175,2.7290631035631043
176,2.7257499999999997
177,1.638522366522367
178,2.2703215956832845
179,2.2834905830557926
180,2.0790055536381815
181,1.4989184704184704
182,2.0008333333333335
183,2.396884778383321
184,2.378526265329815
185,2.508652208086031
186,2.5493664554443645
187,2.341184166385433
188,2.035901477832512
189,2.1289215431503674
190,2.251032676038196
191,2.508149822399822
192,1.8109097291597291
193,2.46381946066821
194,2.404056227355816
195,2.40203851022424
196,1.6379104481432791
197,2.5011216005572767
198,2.0433757505609806
199,2.3605194421410474
200,2.665165778665778
201,2.1708316782976222
202,2.3086552733266728
203,2.372391550561244
204,2.2015598593167476
205,2.0859323023317637
206,2.3288936722289777
207,2.1391666666666667
208,1.834
209,2.265914152603758
210,2.372391550561244
211,1.7741666666666667
212,2.3714358318605924
213,2.428
214,2.163508318286858
215,1.61
216,2.3952038292389743
217,1.2791979240216917
218,2.3875
219,2.2436373839954338
220,2.0453567894094205
221,2.3069126984126984
222,2.0622920634920634
223,2.3491517408509024
224,2.5361465273761596
225,2.88
226,2.3153670616053983
227,2.37569059642441
228,1.3504920634920634
229,2.4726666666666666
230,2.4096966427849416
231,2.313710423479569
232,2.621541361111809
233,1.3569063372128385
234,2.3642659942442843
235,1.6472916666666666
236,2.4394604500784642
237,2.5015269151138715
238,2.648333333333333
239,2.4249310113356275
240,1.5714899093222348
241,2.2441666666666666
242,1.7535106803813079
243,2.5775
244,2.4233432689551146
245,2.473025885348359
246,2.338438458668955
247,2.4110973030914193
248,2.338090783177977
249,2.555052651099966
250,1.53025
251,1.15665873015873
252,1.5
253,2.115947693798643
254,2.435457207910768
255,1.8775
256,2.3440695222231698
257,1.992203435738389
258,2.1187747001158033
259,2.505915251329952
260,1.5318333333333334
261,2.2837309794248983
262,2.2571241253130943
263,2.186969696969697
264,1.9253975032404669
265,2.413071672714638
266,2.210740935391394
267,2.3991377759667243
268,2.6078544417369356
269,2.5336190476190477
270,2.307235564057546
271,2.2822162953873866
272,2.3351253089269863
273,2.135031496281496
274,2.3627841644341037
275,2.71
276,2.0658333333333334
277,1.9224813381063388
278,2.2403106060606057
279,2.2959436816536307
280,2.1603412698412696
281,2.2638333333333334
282,2.3841610175242383
283,2.524690476190476
284,2.387543956043956
285,1.6819404761904757
286,2.320275694772019
287,2.0933993506493507
288,2.4401428571428574
289,2.048315555101933
290,2.4179590552701926
291,2.48886778015792
292,2.756567958506405
293,2.471496082141508
294,2.3351253089269863
295,2.6970345412059427
296,2.36
297,2.3095794666719596
298,2.3044375902535004
299,2.366452837142229
300,2.9625
301,2.88214294459749
302,2.2119642857142856
303,2.2424043322268217
304,2.4691250000000005
305,2.7333333333333325
306,1.7467575757575755
307,2.503147830018084
308,2.2754310591918956
309,2.405590895761977
310,2.3079389425323735
311,2.0998333333333337
312,2.3692820512820516
313,2.456802920666403
314,2.272028945727476
315,1.8500267787767786
316,2.340624591912452
317,2.280446592316894
318,2.358098484848484
319,1.0667420634920637
320,1.02575
321,2.365437090687091
322,2.62786061923962
323,2.403249235168669
324,2.372391550561244
325,2.05
326,2.3738371534508733
327,2.94123520923521
328,2.320744275635001
329,2.15
330,1.199
331,2.465305555555556
332,2.4396183710080774
333,2.316784019096834
334,1.692869047619048
335,2.509288466359732
336,2.315019052422155
337,2.3499701725607918
338,2.366452837142229
339,2.0136825396825397
340,2.410564935064935
341,2.0044999999999997
342,2.0216666666666665
343,1.330734166028916
344,1.886442216752975
345,1.9966666666666668
346,2.004
347,2.0380000000000003
348,2.3205821838033533
349,2.2788987284645175
350,2.6095833333333336
351,2.4394604500784642
352,2.5651187954074985
353,2.1914471250570564
354,2.8075
355,2.3849010504123247
356,2.2014703758459055
357,2.3312171781147852
358,2.0683333333333334
359,2.3069994939140805
360,1.4097479877511745
361,1.9533333333333334
362,2.4544940053589936
363,2.285015126114961
364,2.1648800728890736
365,2.1039999999999996
366,2.2910667890331204
367,2.0
368,2.0528763458763453
369,2.293643131378426
370,2.3986681473214007
371,2.213775856993249
372,1.323047619047619
373,2.284094609738462
374,2.4150228404163
375,1.18
376,1.3130149733378595
377,2.1814161102055856
378,2.3457315438259707
379,1.7951309523809524
380,2.251032676038196
381,2.5502218650372677
382,1.690738095238096
383,1.2054425574425576
384,2.3052083333333333
385,2.1737857046930262
386,2.0810000000000004
387,2.436570929303687
388,2.303164839404068
389,1.7729285714285712
390,2.6125463272423723
391,2.001133658008658
392,2.3372838907284796
393,2.9052380952380954
394,2.234960317460318
395,1.955180203928048
396,1.7975
397,2.535016047077734
398,2.2715439566158926
399,2.5840952380952387
400,2.3769806461520084
401,2.2019865754182617
402,1.8946193195099728
403,2.372391550561244
404,1.3841111111111115
405,1.8937920644288935
406,2.07
407,1.1516114163614164
408,2.66
409,2.336933562841719
410,2.6933333333333334
411,2.252662588518085
412,2.4096056160371875
413,2.4897891986142304
414,2.3610977627514798
415,2.04
416,2.257404761904762
417,2.3087846457596966
418,2.326387286604853
419,1.798932513576574
420,2.3214402999087818
421,2.6454545454545455
422,1.6891919469419463
423,2.404056227355816
424,2.524880952380953
425,2.433076654480692
426,2.325379358522059
427,2.4851480908152737
428,2.984238095238095
429,2.46
430,2.2566079653887674
431,2.3610977627514798
432,2.222014790138306
433,2.2941478098619523
434,2.1775
435,2.2203659717965114
436,2.09
437,2.367666135977481
438,2.78897290233136
439,2.4914480422878156
440,2.434948564996166
441,1.7279999999999998
442,2.3066726189127915
443,2.4896760975866568
444,2.462266279460698
445,2.405590895761977
446,2.5421820339162253
447,2.209462674580323
448,2.6835638528138532
449,2.276329341005314
450,2.418624819782732
451,2.251543195611804
452,2.366452837142229
453,2.4233432689551146
454,2.138532967032967
455,2.1977623274359854
456,2.3908339048492318
457,2.3952038292389743
458,2.785745638022583
459,2.7620360416887477
460,2.175719793773707
461,2.4211114265599742
462,2.1366666666666667
463,2.100615544443571
464,2.0965000000000003
465,2.383130952380952
466,2.9053127917833796
467,2.3894121041841547
468,1.97
469,2.5472172988594592
470,1.8725
471,2.52
472,2.3858881061592467
473,2.4233432689551146
474,2.3697060521141844
475,2.760783989036702
476,2.331903954791338
477,2.012886002886003
478,2.1173227423514307
479,2.3004302232854865
480,2.2630463275114976
481,1.573046197425962
482,2.3288936722289777
483,2.210376984126984
484,2.0473333333333334
485,2.3398316762295104
486,1.8618333333333335
487,2.8263008658008664
488,2.1661879509379505
489,1.9203766233766237
490,2.0
491,2.471496082141508
492,1.758708435355494
493,2.01
494,2.592872438289221
495,1.6309999999999996
496,2.4433293650793653
497,1.24
498,2.477446608946608
499,1.6984761904761905
500,1.0913333333333333
501,2.183333694083694
502,2.5200669477840894
503,2.329878234209892
504,2.366452837142229
505,2.343124275593698
506,2.2319047619047616
507,2.1355238095238094
508,2.4233432689551146
509,2.3769806461520084
510,2.390539236191928
511,2.1638333333333337
512,1.5884330198233354
513,2.6266708074534155
514,2.6561017361121846
515,2.2833030580530576
516,2.423029220779221
517,2.203333333333333
518,2.465
519,2.432083333333333
520,2.3251795981795977
521,1.4355772283272281
522,2.1633082676481825
523,2.3402514993637826
524,1.9936544078188772
525,2.428212093954042
526,2.284192882299159
527,2.3207178988455954
528,2.487371276672874
529,2.63
530,2.5162205547474397
531,2.3998647367372445
532,2.251032676038196
533,1.9696753288003448
534,2.2450670995671005
535,2.429875708061905
536,2.881462121212121
537,2.30626051209219
538,2.5216163128713447
539,2.4715039682539683
540,2.433395968979789
541,2.3398316762295104
542,2.340574184401772
543,2.1620555555555554
544,2.20926063843067
545,2.1213575028949343
546,2.2402448642258297
547,2.737166666666667
548,2.1267405551964376
549,2.462266279460698
550,2.532241477184508
551,2.2706666666666666
552,2.3604610253229397
553,2.0
554,2.8885235875235877
555,2.467555879194981
556,2.496517343767344
557,1.9057185717189582
558,2.315619163127699
559,2.04
560,2.5907828821231247
561,2.301934910819416
562,2.343124275593698
563,1.7925833333333336
564,1.6298095238095238
565,2.2872610793336317
566,2.5300515873015867
567,2.2
568,2.358639055898934
569,2.1693055555555554
570,2.5146911304626123
571,2.460339808230618
572,2.362560805383241
573,2.0
574,2.569639463241437
575,2.0
576,2.327626137650766
577,2.2508101898101898
578,2.0833783438783446
579,2.549276398635792
580,1.6336076476932737
581,2.3894121041841547
582,2.0
583,2.3627942270992355
584,2.4716963133640553
585,2.210363032831875
586,1.7859086878034245
587,2.330524377356288
588,2.321672754771835
589,2.421693742903826
590,2.44472619047619
591,2.351166666666667
592,1.499195829505897
593,2.0
594,1.9634692449268385
595,2.3860374213851046
596,2.3457561934197573
597,2.1820036886612537
598,2.283804493997163
599,2.22
600,2.07
601,2.489786503078846
602,2.592872438289221
603,2.0014712918660287
604,2.303164839404068
605,2.4457547730047726
606,1.8114242424242426
607,2.67
608,2.276329341005314
609,2.2733561565835423
610,2.4150228404163
611,1.4958333333333331
612,2.7027629315129316
613,1.67
614,1.8616118366703072
615,2.0
616,2.4062666106589172
617,2.4346329615062
618,2.353167834411375
619,2.2015598593167476
620,2.0
621,2.373333333333333
622,2.0725
623,2.3398316762295104
624,2.0008333333333335
625,2.258323776815718
626,2.1200571928071925
627,2.293643131378426
628,2.0793809523809528
629,2.076
630,2.272011968469115
631,2.34609202971969
632,2.239181612118533
633,2.6466396103896113
634,1.4097479877511745
635,2.3526029782383207
636,1.757138888888889
637,2.0630158562210568
638,2.404056227355816
639,2.3738371534508733
640,2.3207178988455954
641,2.405590895761977
642,2.3610947857144216
643,2.145789941156305
644,2.035
645,1.9910714285714286
646,2.7583333333333337
647,2.417543817293816
648,2.3588136074244828
649,1.4871666666666663
650,2.3605194421410474
651,2.301934910819416
652,2.4346329615062
653,1.6981887173284225
654,2.19
655,2.162250835704411
656,2.538272672827351
657,2.492781463209384
658,2.2283333333333335
659,2.5710908625688034
660,2.200857142857143
661,2.015
662,2.502129492736632
663,1.6972178246590004
664,2.3152292060248003
665,2.536763748188229
666,1.7182619047619045
667,2.3288936722289777
668,2.3704444444444444
669,1.3566666666666665
670,2.451249781439126
671,1.2923234811165845
672,1.5423333333333331
673,2.452320130004375
674,2.012055886107356
675,2.565565755030706
676,2.6433333333333335
677,2.494198412698413
678,2.645
679,2.34609202971969
680,2.61
681,1.3942937304234244
682,1.7085714285714286
683,2.0662595824797836
684,2.3398316762295104
685,2.2523710294207673
686,2.3312171781147852
687,2.35549222100453
688,1.275
689,2.4367066605629666
690,2.3855504232609506
691,2.050625
692,2.015151515151515
693,2.4728465978465968
694,2.372391550561244
695,2.7006715367965364
696,2.4060033900885838
697,2.6416723231009875
698,2.2443994903480906
699,2.745
700,2.0487222222222226
701,2.0179588744588743
702,1.6671102676564087
703,2.31313961038961
704,2.344656862745098
705,2.471
706,2.0713892156862745
707,2.4062666106589172
708,2.4883333333333333
709,1.436785714285714
710,2.2863525100763056
711,2.390548683721848
712,1.964
713,2.1636863969363973
714,2.5570454545454537
715,2.283804493997163
716,2.866906486002394
717,2.369976393373952
718,2.2011190476190476
719,2.5080144300144296
720,2.0077361999839565
721,2.27566341991342
722,2.3913095238095243
723,2.524880952380953
724,2.332434739436494
725,1.9091145009366142
726,2.950083333333333
727,2.407059420860331
728,1.225
729,1.282718215062272
730,2.25086281304178
731,2.5888266040675103
732,2.012857142857143
733,2.515918942168942
734,2.3549999999999995
735,2.4313320845820856
736,2.6116666666666664
737,2.1682019769795935
738,2.0572146187146187
739,2.3185210012694326
740,2.540945668710374
741,2.03
742,1.5144343140932173
743,2.29472941002815
744,2.3952038292389743
745,2.479511904761905
746,2.0892223537985917
747,2.7959001834847186
748,2.341666666666667
749,2.4679283770880334
750,2.3491517408509024
751,2.1566269278479937
752,2.407059420860331
753,2.6975833333333328
754,2.696833333333333
755,1.5255771955479736
756,2.0
757,2.2587886565541684
758,1.5413611468447348
759,2.728666666666667
760,2.7011801531801543
761,2.325379358522059
762,2.3692247062067997
763,2.7620360416887477
764,2.9333333333333336
765,2.012055886107356
766,2.3147895529191804
767,2.65
768,1.753166666666667
769,2.263619257554973
770,2.267232308085005
771,2.4019070036468078
772,2.4022070369593127
773,2.3398316762295104
774,1.8213589466089466
775,2.3860374213851046
776,2.0340000000000003
777,2.6091666666666664
778,2.2837309794248983
779,1.86
780,2.1977623274359854
781,2.5203616808028575
782,2.82
783,2.06122319442954
784,2.4056663248021515
785,1.462
786,2.325379358522059
787,2.397438845857216
788,2.042
789,2.7131850649350646
790,2.0795888593584992
791,2.5472172988594592
792,2.28
793,2.3499701725607918
794,2.3152292060248003
795,2.297071428571429
796,1.2
797,1.98
798,2.4905943655158045
799,1.8649999999999998
800,1.4111105153327757
801,2.125263157894737
802,2.0961978741201097
803,2.502844217323034
804,2.267923348150712
805,2.68562950937951
806,2.339523328514745
807,1.5413398867214647
808,2.210740935391394
809,2.12
810,2.2363971401626
811,2.205269727968693
812,2.3335084740245815
813,2.3755030589252044
814,2.1298386700159146
815,2.205833333333333
816,2.2981320256446502
817,2.334232013939785
818,2.169195887445887
819,2.298651515151516
820,1.72807061397384
821,1.1395
822,2.217347882069424
823,2.5984996392496384
824,2.6990039539476407
825,2.94
826,2.548438379606339
827,2.5073333333333334
828,2.6423075418589774
829,1.050920542635659
830,2.014258064516129
831,2.4998571428571426
832,2.3810877530090595
833,2.0901410256410258
834,2.4457713464562008
835,2.4338131645233334
836,2.1617221944721945
837,2.5223333333333335
838,1.5088187727305375
839,2.127955832265431
840,2.785
841,1.070892773892774
842,2.2567049181697216
843,2.01
844,2.660945221445223
845,2.2318205119814256
846,2.3952038292389743
847,2.0
848,2.3402514993637826
849,2.278064220535107
850,2.3610977627514798
851,2.3982139444167583
852,2.0366666666666666
853,2.57258855033855
854,2.377111111111111
855,1.992868326118326
856,2.1046957913421895
857,2.278668868707078
858,2.206048599875871
859,2.0396666666666667
860,2.5172597402597403
861,2.3663267398617065
862,2.6297113476536684
863,2.4981060606060606
864,2.2811802560399514
865,2.542297619047619
866,1.3213333333333332
867,2.422031746031746
868,2.219993145743146
869,2.292048723427146
870,2.373308454417095
871,2.4896760975866568
872,2.2833115095303107
873,2.2984651895612442
874,2.0869285714285715
875,2.301934910819416
876,2.2005355758528196
877,2.253984126984127
878,2.283333333333333
879,2.3841610175242383
880,2.480361489130065
881,2.2941176470588234
882,2.418624819782732
883,1.5657647416107463
884,2.237381633508729
885,1.8518954463894268
886,1.6003658841158839
887,2.0757257722149025
888,2.7987380952380954
889,2.396548443303281
890,2.5702875735375725
891,2.57
892,2.625821738998634
893,1.7273791070041071
894,2.4805763994692165
895,2.1994425936382465
896,2.447972936383794
897,2.177882061343258
898,2.2556097325337796
899,2.4013545304641175
900,1.04
901,2.216787878787879
902,2.1213575028949343
903,2.2743333333333333
904,2.6661904761904767
905,2.3697509972779476
906,2.4276047659118776
907,2.6466776556776557
908,2.268055843468397
909,2.2686138679391403
910,1.9234920634920636
911,2.340723486913849
912,2.6646360796066686
913,2.1731585714607
914,2.13
915,2.2065238095238096
916,1.2059726939726945
917,2.166238095238095
918,2.503972541451725
919,1.880142568216098
920,2.3605194421410474
921,2.395274531024531
922,2.4818921839102925
923,2.5314978037342173
924,2.54
925,2.3053985346453807
926,2.4679283770880334
927,2.7476666666666665
928,2.282060769296063
929,2.382055555555556
930,2.069022328994837
931,2.48886778015792
932,2.7130970418470417
933,2.0825
934,2.3714358318605924
935,2.3192216189560018
936,2.3902720993219813
937,2.4396334158645656
938,2.2875
939,2.6533884506972614
940,2.34609202971969
941,1.7146111252009077
942,1.798932513576574
943,2.3232977659946203
944,1.9073333333333335
945,2.2366666666666664
946,2.4126963257254426
947,1.095
948,2.8063333333333342
949,2.1342399116880304
950,1.9641791922604777
951,2.3137343235049275
952,2.35549222100453
953,2.325379358522059
954,1.4413333333333334
955,2.2566079653887674
956,2.116687881562881
957,2.034948275862069
958,2.0980000000000003
959,2.13
960,2.09
961,2.7323964368964364
962,2.471900987457927
963,1.5
964,2.638916666666666
965,1.98
966,2.35038987995828
967,1.6684045472269289
968,2.618928932178932
969,1.2633333333333332
970,2.041214285714286
971,1.9691348985136485
972,2.39219112710673
973,1.51425
974,2.9168333333333334
975,1.4875
976,1.6222182539682535
977,2.256810117970021
978,1.831180379418225
979,1.6873333333333336
980,1.7237367201941505
981,1.7163602601066927
982,2.272532370648301
983,2.741589882339882
984,2.4053743733223985
985,2.5413238095238095
986,2.424871051190447
987,2.438333333333333
988,2.15873590591322
989,1.7075
990,2.3885718347014313
991,2.2811157479219073
992,2.15873291566449
993,2.627662925911597
994,2.2940151515151523
995,2.748373015873016
996,2.4918095238095237
997,2.549174026771384
998,2.5153789805714593
999,2.3610977627514798
1000,2.3402514993637826
1001,1.17
1002,1.3950234210234214
1003,2.69
1004,2.375549012888609
1005,1.7497603177189285
1006,2.753
1007,2.4884689754689755
1008,2.290291434829361
1009,2.175239126810685
1010,2.205
1011,1.9279870129870127
1012,2.509288466359732
1013,2.457478575722281
1014,2.1683793645851495
1015,2.5472172988594592
1016,2.2948772893772893
1017,2.5400787157728333
1018,1.901611111111111
1019,2.112348484848485
1020,2.2142261957094784
1021,2.4796861094530094
1022,2.1936948480936427
1023,2.3192216189560018
1024,2.571263772175537
1025,1.8979603174603172
1026,2.7710833333333333
1027,2.433076654480692
1028,2.4233432689551146
1029,2.6778214285714284
1030,2.321005731538265
1031,2.0791274014185928
1032,2.2261610557380584
1033,2.124916666666667
1034,2.284920905891496
1035,2.3548171128965176
1036,2.307531147969992
1037,1.377248667998668
1038,2.1600389610389605
1039,2.0027777777777778
1040,2.2658987047018373
1041,2.09
1042,2.2880643273460417
1043,2.304917974766234
1044,2.2296394235476407
1045,2.441714285714286
1046,2.253899553049629
1047,2.471496082141508
1048,2.266120394867441
1049,1.6005555555555555
1050,2.7504166666666663
1051,1.6336076476932737
1052,1.667080516705516
1053,2.176202525069493
1054,2.3499701725607918
1055,2.5576438301777524
1056,2.136322768734533
1057,2.644058441558442
1058,2.488093634464567
1059,2.418578991918836
1060,2.2504775951173017
1061,2.0316666666666667
1062,2.5805857913817625
1063,1.4485
1064,2.325379358522059
1065,2.6644285714285716
1066,2.3086552733266728
1067,2.5605912698412703
1068,2.4324135913106506
1069,2.3398316762295104
1070,2.405590895761977
1071,2.340574184401772
1072,2.3485282679244786
1073,2.3908339048492318
1074,2.1852710781163447
1075,2.404457792207792
1076,2.4663430735930736
1077,2.4226666666666663
1078,2.3192216189560018
1079,2.0084484126984123
1080,2.08
1081,2.552129153734795
1082,1.8119077986831167
1083,2.3075976566477494
1084,1.976
1085,1.7416666666666665
1086,2.4394604500784642
1087,2.2959436816536307
1088,2.2156111111111114
1089,2.0625386002886006
1090,2.4197872276189454
1091,2.3642659942442843
1092,1.46
1093,2.363872928219208
1094,2.376346976638573
1095,2.276329341005314
1096,2.84
1097,1.5158772747720113
1098,2.491480666927548
1099,1.9091145009366142
1100,1.456961534528448
1101,1.790289767826985
1102,2.403888871425803
1103,2.0175
1104,2.0
1105,2.8108879453879463
1106,2.4539378521804993
1107,2.3399405183021424
1108,2.4249310113356275
1109,1.3513308080808082
1110,2.92
1111,2.244629625236277
1112,1.235
1113,2.30626051209219
1114,2.351549336721728
1115,2.4075181036380355
1116,2.035611111111111
1117,2.4412736985236987
1118,2.4200123000613485
1119,2.3815000000000004
1120,2.4366755006049057
1121,2.012055886107356
1122,2.4062666106589172
1123,1.1822590187590192
1124,1.6651140350877194
1125,2.3946158008658007
1126,2.27
1127,2.3036256346445567
1128,1.8083875568875565
1129,2.268809523809524
1130,2.400515707043633
1131,2.235588316402422
1132,1.6024399350649352
1133,2.3269242660650002
1134,2.5141666666666667
1135,1.6588585858585858
1136,2.2289912923190793
1137,2.362560805383241
1138,1.8683333333333332
1139,2.96
1140,2.506188505787737
1141,2.2586666666666666
1142,2.577591242091241
1143,2.3406686493638116
1144,2.5609605152019737
1145,2.315019052422155
1146,2.0805088219292194
1147,1.9525779220779225
1148,2.368495997930699
1149,2.368633190953219
1150,2.24125
1151,2.3846382332614136
1152,2.2015598593167476
1153,2.3979999999999997
1154,2.336883227945609
1155,2.326387286604853
1156,2.0171269841269837
1157,2.541197046933115
1158,2.3086552733266728
1159,2.194762152885302
1160,2.315821186850375
1161,1.8992872245632824
1162,2.27636507741522
1163,2.5609605152019737
1164,1.596666666666667
1165,2.4200123000613485
1166,1.3283924963924962
1167,2.532241477184508
1168,2.21528306991993
1169,2.1148419913419914
1170,1.5872495559995565
1171,2.3390321504333316
1172,1.8526684981684978
1173,2.243738042487173
1174,2.002666666666667
1175,2.353167834411375
1176,2.266120394867441
1177,2.1315
1178,2.3288936722289777
1179,2.366452837142229
1180,2.4039274059274063
1181,2.3952038292389743
1182,2.301934910819416
1183,2.448362535641174
1184,2.2587886565541684
1185,2.0
1186,2.449021352920346
1187,1.86
1188,2.1522284104784095
1189,2.403888871425803
1190,2.055
1191,2.234085152049584
1192,1.985
1193,2.63
1194,2.3406686493638116
1195,1.9621988499132634
1196,2.284192882299159
1197,2.2278333333333338
1198,2.511559864898518
1199,2.282750317198938
1200,2.1077924967360495
1201,2.206116172377522
1202,2.230833333333334
1203,2.81
1204,2.546105710615095
1205,2.077274531024531
1206,2.856666666666667
1207,2.487142857142857
1208,2.308094901598238
1209,2.3747050380356587
1210,2.2005355758528196
1211,2.56
1212,2.774712360533587
1213,2.331513165001979
1214,2.227927679913544
1215,2.262242930186429
1216,1.6815198928608373
1217,2.407059420860331
1218,2.034985155054884
1219,2.6225414862914844
1220,2.9658333333333338
1221,2.321190476190476
1222,2.3079389425323735
1223,2.573622405372405
1224,2.284192882299159
1225,2.1384714088001946
1226,1.998888888888889
1227,2.3265186917807177
1228,2.5601666666666665
1229,2.5556695526695528
